5000	5.38058	2.02475	0.00077395	0.000381758	
10000	12.0242	4.3407	0.000789781	0.000362335	
15000	20.1543	6.35762	0.00085205	0.000393518	
20000	31.0139	9.72766	0.000859765	0.000468047	
25000	36.9387	11.617	0.000874842	0.000451111	
30000	48.6329	13.7078	0.000907687	0.000444727	
35000	57.0151	17.2783	0.000863259	0.000482565	
40000	69.8298	21.8196	0.000896423	0.000519309	
45000	77.5526	24.6593	0.000907326	0.000521381	
50000	95.7619	29.7669	0.000895033	0.00049881	
